,FAKEID,Y2defect,Y1G5,Y1G4,Y1G3,Y1G2,Y1G1,Y1price,YEARS,BACKER,AGE,INCOME,GNDR,OWNHOME,SPORT,PCTMARR,HOMEVAL
4692,263B32TC,0,0,1,0,0,0,15,5,1,63.0,4.0,0.0,1.0,0.0,54,278
4693,596N35NF,0,1,0,1,1,1,25,9,1,44.0,4.0,0.0,1.0,0.0,60,103
4694,247U95PQ,1,1,1,1,0,1,15,9,0,81.0,1.0,0.0,1.0,1.0,44,113
4697,233A41SU,0,0,0,0,0,1,15,11,1,86.0,0.0,1.0,1.0,0.0,53,88
4698,494Z26MR,1,0,0,1,0,0,25,2,0,64.0,5.0,0.0,1.0,0.0,60,70
4700,400O85AY,1,0,1,0,0,1,25,4,0,51.0,1.0,0.0,1.0,0.0,50,68
4701,566O16TR,1,0,0,1,0,0,15,3,0,76.0,3.0,1.0,1.0,0.0,61,177
4703,543N88TK,0,0,1,1,0,1,50,4,0,39.0,3.0,0.0,1.0,0.0,40,39
4704,105E85KT,0,0,1,1,1,1,25,6,1,67.0,1.0,0.0,1.0,0.0,70,70
4705,010E44XU,0,1,0,0,1,1,25,9,0,86.0,1.0,0.0,1.0,0.0,60,50
4706,015Z64SJ,0,0,1,1,0,0,15,3,0,69.0,1.0,0.0,1.0,0.0,42,32
4707,778R46CV,1,0,0,1,0,0,25,5,0,81.0,4.0,1.0,1.0,0.0,50,64
4708,774I04PM,1,1,0,1,1,1,25,11,1,61.0,5.0,0.0,1.0,0.0,65,102
4710,636G73WY,1,0,1,0,0,0,15,3,0,85.0,6.0,1.0,1.0,0.0,43,128
4711,361T90WX,0,0,0,1,0,0,15,8,1,63.0,3.0,1.0,1.0,0.0,74,69
4713,564X45GA,0,0,1,1,1,0,15,9,1,63.0,0.0,0.0,1.0,0.0,68,48
4714,063T56WA,1,1,1,0,1,1,15,11,1,40.0,6.0,1.0,1.0,0.0,70,112
4715,707R05DK,0,0,1,1,1,1,15,5,1,28.0,2.0,1.0,1.0,0.0,61,85
4716,730Y58IU,0,1,0,1,0,1,25,3,0,37.0,2.0,1.0,1.0,0.0,55,68
4717,798Y17XY,1,0,0,0,1,0,25,9,0,74.0,3.0,0.0,1.0,0.0,53,233
4718,326C91SB,0,1,1,1,0,1,15,3,1,63.0,1.0,1.0,1.0,0.0,64,97
4719,968W42FX,1,0,1,1,0,0,15,10,1,94.0,4.0,0.0,1.0,0.0,62,78
4720,805A28EY,1,1,1,0,0,1,15,6,0,39.0,4.0,0.0,1.0,0.0,50,51
4721,524Y64NO,1,0,1,0,1,0,25,7,0,71.0,3.0,1.0,1.0,0.0,44,151
4722,861U28EV,0,1,1,0,1,0,50,5,0,75.0,0.0,1.0,1.0,0.0,25,71
4723,626G89ED,0,0,0,1,0,0,15,3,1,41.0,4.0,0.0,1.0,0.0,54,147
4725,484T48LS,1,1,1,1,0,1,15,4,0,65.0,5.0,0.0,1.0,1.0,58,63
4726,770A03IW,0,1,0,1,1,1,15,5,0,69.0,4.0,0.0,1.0,0.0,50,160
4727,253U24DL,1,0,0,1,0,0,25,6,0,43.0,4.0,0.0,1.0,0.0,68,59
4728,926C72DB,1,0,1,0,0,0,15,3,0,69.0,2.0,1.0,1.0,0.0,33,427
4729,618S99NI,0,0,1,1,0,1,15,11,1,47.0,3.0,0.0,1.0,0.0,66,79
4730,871K89KH,1,0,0,0,1,0,15,10,0,73.0,0.0,1.0,1.0,0.0,50,60
4731,799M65MK,1,0,0,1,1,0,25,7,0,55.0,6.0,0.0,1.0,0.0,62,118
4732,385R08SK,1,1,1,0,0,1,25,5,0,69.0,4.0,0.0,1.0,0.0,68,65
4735,383D90IO,0,1,0,0,0,1,15,3,1,52.0,1.0,1.0,1.0,0.0,58,41
4737,422Q88YT,1,0,0,0,1,1,15,10,1,77.0,3.0,1.0,0.0,0.0,62,55
4738,415M13FM,0,0,0,1,0,0,15,3,0,63.0,1.0,1.0,1.0,0.0,64,50
4742,028T69RE,0,1,0,0,0,0,15,7,1,75.0,3.0,0.0,1.0,0.0,69,51
4743,627N87AB,0,0,1,1,0,0,15,9,1,67.0,3.0,1.0,1.0,0.0,57,51
4744,312P30CL,0,1,1,0,0,0,15,6,0,63.0,3.0,0.0,1.0,0.0,38,48
4745,667L10TX,0,1,1,0,1,1,25,11,1,69.0,1.0,0.0,1.0,0.0,74,61
4748,227J22GR,1,0,1,1,0,0,15,3,0,63.0,4.0,1.0,1.0,0.0,57,40
4751,310M72EU,0,0,1,1,0,0,15,3,0,64.0,1.0,0.0,1.0,0.0,50,85
4752,353D05HB,1,0,1,1,1,1,15,9,1,85.0,5.0,0.0,1.0,0.0,53,55
4753,820K26BX,1,0,0,1,0,0,15,3,0,61.0,4.0,1.0,1.0,0.0,47,343
4754,161T53VO,0,0,1,1,1,1,15,10,1,63.0,1.0,0.0,1.0,0.0,56,47
4755,891T75IB,1,1,0,0,0,0,25,9,1,73.0,3.0,1.0,1.0,0.0,72,169
4756,667D11LT,0,1,1,1,1,0,15,7,1,87.0,3.0,1.0,1.0,1.0,61,38
4757,973E75ER,0,0,0,0,0,1,15,3,0,53.0,4.0,0.0,1.0,0.0,59,57
4758,321H28DC,1,0,0,1,0,0,25,7,0,77.0,0.0,0.0,1.0,0.0,60,304
4759,033Y43WN,0,0,0,1,0,0,50,6,1,41.0,4.0,1.0,1.0,0.0,71,98
4760,549W58XL,0,0,1,0,0,1,15,11,1,63.0,0.0,0.0,1.0,0.0,65,102
4761,699G91FE,0,0,0,1,1,1,15,9,1,69.0,1.0,1.0,1.0,0.0,67,117
4762,982B28JS,0,1,0,1,1,0,25,6,1,58.0,3.0,0.0,1.0,0.0,44,52
4763,675P07UG,1,1,1,1,1,0,25,3,0,73.0,0.0,1.0,1.0,0.0,58,54
4764,201V17CI,0,1,1,1,0,1,15,9,1,63.0,1.0,0.0,1.0,0.0,44,52
4766,522T59SO,1,0,0,1,0,0,25,6,0,76.0,1.0,0.0,1.0,0.0,43,38
4767,032E25ET,0,1,1,1,0,0,15,4,0,71.0,0.0,0.0,1.0,0.0,60,64
4768,614X96WN,1,0,0,1,1,1,15,10,1,77.0,4.0,0.0,1.0,0.0,70,97
4770,423C15UF,1,0,1,1,0,0,25,2,0,42.0,4.0,1.0,1.0,0.0,60,166
4771,776S75KN,1,1,1,0,0,1,15,6,1,51.0,4.0,1.0,1.0,0.0,48,167
4772,516G31KK,1,0,1,1,0,0,15,3,0,65.0,5.0,1.0,1.0,0.0,64,430
4773,156N08RH,0,1,1,1,0,0,15,9,1,63.0,6.0,1.0,1.0,0.0,69,64
4775,542E26KQ,1,0,1,1,1,1,15,4,1,41.0,2.0,0.0,1.0,0.0,60,56
4776,352N60GN,1,0,1,1,0,0,15,3,0,61.0,4.0,0.0,1.0,0.0,51,47
4777,473O98IS,1,0,0,1,0,0,15,4,0,84.0,3.0,1.0,1.0,0.0,53,132
4780,640I65UP,1,0,0,0,0,1,15,10,1,80.0,4.0,0.0,1.0,0.0,54,140
4781,606J36QW,1,1,0,1,0,1,25,10,1,78.0,0.0,1.0,1.0,0.0,67,132
4782,919I71OJ,0,0,0,1,0,1,25,6,0,72.0,0.0,1.0,1.0,1.0,71,41
4783,275F98NJ,1,0,0,0,0,1,25,8,1,63.0,4.0,0.0,1.0,0.0,54,96
4785,239L77XV,0,0,0,1,0,1,15,9,1,63.0,1.0,0.0,1.0,0.0,58,45
4786,841A38DN,0,1,1,0,1,1,15,6,1,67.0,1.0,1.0,1.0,0.0,62,51
4787,748R30XL,0,0,1,1,0,1,25,6,0,73.0,5.0,1.0,1.0,0.0,63,404
4788,022N12IX,0,0,1,0,0,1,15,4,1,58.0,2.0,0.0,1.0,0.0,68,65
4789,868U29IV,0,0,0,1,0,0,25,5,0,64.0,6.0,0.0,1.0,0.0,48,487
4790,335Y85AP,1,0,0,1,0,1,15,10,1,63.0,1.0,0.0,1.0,0.0,46,142
4791,640D23AA,1,1,1,0,0,1,15,8,1,55.0,5.0,0.0,1.0,0.0,75,431
4792,257U37MN,0,0,0,1,0,0,15,10,0,71.0,1.0,0.0,1.0,0.0,46,47
4793,188H76SQ,0,1,0,0,0,1,15,5,0,72.0,5.0,0.0,1.0,0.0,68,107
4794,666I76LW,0,1,1,0,0,1,25,10,1,54.0,5.0,0.0,1.0,0.0,59,234
4795,687H49IH,0,1,0,1,0,0,15,5,0,76.0,1.0,0.0,1.0,0.0,36,16
4797,895J76UT,1,0,1,1,0,1,25,4,0,63.0,4.0,1.0,1.0,1.0,60,63
4798,463E73AG,1,1,1,0,1,0,15,7,1,40.0,6.0,1.0,1.0,0.0,66,95
4799,618C73BY,0,1,1,1,0,0,15,9,1,86.0,4.0,0.0,1.0,0.0,68,80
4800,047C57LG,0,1,0,1,1,1,15,10,1,58.0,2.0,0.0,1.0,0.0,61,72
4801,101M71TH,0,0,1,0,0,0,50,6,1,51.0,5.0,0.0,1.0,0.0,60,407
4802,321K18DA,1,0,0,1,0,0,15,3,0,79.0,4.0,1.0,0.0,0.0,0,0
4804,179T81GB,0,0,1,1,1,1,15,5,1,48.0,1.0,1.0,1.0,0.0,64,49
4806,003U33RG,0,0,0,0,0,1,15,3,1,62.0,3.0,1.0,1.0,0.0,77,119
4807,435V79WH,0,0,0,1,0,1,15,11,1,63.0,0.0,0.0,1.0,0.0,46,50
4808,933A14XF,0,1,1,0,0,1,15,9,1,78.0,4.0,1.0,1.0,0.0,69,97
4809,193M46VU,1,1,1,1,0,1,15,4,0,48.0,1.0,1.0,1.0,0.0,65,74
4810,347I09AR,1,0,0,1,0,1,15,3,0,50.0,3.0,0.0,1.0,0.0,60,63
4811,786M75YT,0,0,1,1,1,1,25,7,1,49.0,4.0,0.0,1.0,0.0,63,77
4813,351B14LA,1,1,1,0,1,1,15,7,0,50.0,6.0,1.0,1.0,0.0,67,48
4814,992M81SU,0,0,0,1,0,0,15,11,1,78.0,3.0,1.0,1.0,0.0,33,67
4815,975P34LA,0,1,1,1,0,1,25,6,1,47.0,3.0,1.0,1.0,0.0,34,72
4817,508P14RI,0,0,1,1,0,0,25,10,0,54.0,3.0,0.0,1.0,0.0,54,72
4820,915Q79PQ,1,0,0,1,0,0,15,5,0,87.0,1.0,1.0,1.0,0.0,60,125
4822,596J65GG,1,1,0,0,0,0,15,4,1,54.0,6.0,0.0,1.0,0.0,68,69
4823,265U39YZ,1,0,1,0,0,0,25,7,1,50.0,6.0,1.0,1.0,0.0,51,201
4824,525D33GC,0,0,1,0,0,0,15,9,1,95.0,0.0,0.0,1.0,0.0,65,153
4825,676G60GA,0,0,0,1,0,0,25,6,1,44.0,5.0,0.0,1.0,0.0,65,151
4826,597O25SZ,1,0,1,1,1,1,15,7,1,63.0,6.0,0.0,1.0,0.0,53,185
4827,067M16EV,1,0,0,1,0,0,15,3,1,63.0,5.0,1.0,1.0,0.0,69,168
4828,596Y61UP,0,1,1,1,0,0,15,9,1,80.0,1.0,0.0,1.0,0.0,52,117
4829,263J97IU,0,0,0,0,0,1,25,3,0,25.0,3.0,0.0,1.0,0.0,71,111
4830,574G42JN,0,0,0,1,1,0,15,6,1,73.0,2.0,1.0,1.0,0.0,32,113
4831,508C43EP,0,0,1,0,0,0,15,3,1,63.0,3.0,1.0,1.0,0.0,49,105
4833,401P94AL,0,0,0,1,0,1,15,11,1,62.0,2.0,1.0,1.0,0.0,46,41
4834,022W56JG,1,0,1,1,0,0,25,4,0,62.0,3.0,0.0,1.0,0.0,67,44
4836,051M97PS,0,1,1,0,1,0,25,10,1,43.0,4.0,1.0,1.0,0.0,61,83
4837,960S90VS,0,1,1,0,0,0,15,6,0,43.0,4.0,0.0,1.0,0.0,61,53
4840,759M36JN,1,0,0,1,1,0,15,7,0,83.0,4.0,1.0,1.0,0.0,61,78
4841,381G48GJ,0,0,0,0,0,1,15,11,1,70.0,3.0,0.0,1.0,0.0,52,88
4842,677E51EA,1,0,1,1,0,1,15,4,1,63.0,2.0,1.0,1.0,0.0,56,48
4843,901V37NM,0,1,1,0,0,0,15,11,1,77.0,0.0,0.0,1.0,0.0,63,36
4845,923B88OG,0,1,0,0,0,0,15,10,1,71.0,2.0,0.0,1.0,0.0,67,100
4846,339N11FK,1,1,1,1,1,0,15,11,1,82.0,1.0,0.0,1.0,0.0,67,36
4847,726O50LC,1,0,0,0,0,1,15,9,1,73.0,0.0,1.0,1.0,0.0,50,54
4848,894D46SE,0,0,1,1,0,0,25,3,0,58.0,3.0,0.0,1.0,0.0,60,111
4849,224R77ZB,1,1,1,1,0,0,15,7,1,73.0,4.0,1.0,1.0,0.0,68,114
4850,052N00GM,1,0,1,0,1,1,25,4,0,63.0,4.0,1.0,1.0,0.0,59,56
4851,042F30XP,0,0,0,1,0,1,50,6,1,64.0,1.0,0.0,1.0,0.0,55,52
4852,868A26LP,0,0,0,1,0,1,25,8,1,59.0,3.0,1.0,1.0,1.0,43,241
4853,726B75NN,1,0,1,1,0,0,15,3,1,87.0,6.0,1.0,1.0,0.0,62,43
4854,844M72OS,1,1,0,0,1,0,25,5,0,42.0,3.0,0.0,1.0,0.0,55,55
4855,737N63SE,0,0,0,1,0,1,25,11,0,76.0,0.0,1.0,1.0,0.0,53,45
4856,816Q34UW,1,0,1,0,0,0,25,2,0,40.0,1.0,1.0,1.0,0.0,49,45
4857,177L86BB,1,0,1,1,1,1,25,3,0,40.0,4.0,0.0,1.0,0.0,58,68
4858,555N38XM,1,0,0,0,1,1,15,11,1,55.0,4.0,0.0,1.0,0.0,79,166
4859,114J59RN,1,0,1,1,0,0,15,3,1,69.0,4.0,0.0,1.0,0.0,66,55
4860,533T16ZA,0,0,0,1,1,1,25,6,0,77.0,6.0,0.0,1.0,1.0,69,252
4861,269L49EI,1,0,0,0,1,1,25,11,1,81.0,4.0,0.0,0.0,0.0,67,239
4862,406N49WL,0,1,1,0,1,1,25,9,1,61.0,5.0,1.0,1.0,0.0,49,140
4863,337S15PG,0,1,1,0,1,1,25,6,1,63.0,4.0,1.0,1.0,0.0,57,116
4864,984Y20EJ,0,1,1,1,0,0,25,10,1,52.0,4.0,0.0,1.0,0.0,68,50
4866,437I75RN,1,0,0,1,0,0,15,3,0,33.0,4.0,1.0,1.0,0.0,46,115
4867,445J22LU,0,1,1,1,1,1,15,9,1,89.0,4.0,0.0,1.0,0.0,56,128
4869,741L78IE,0,0,0,1,0,0,25,5,0,59.0,3.0,0.0,1.0,0.0,53,69
4870,115M37KT,0,1,0,0,0,1,15,9,1,87.0,2.0,1.0,1.0,0.0,58,44
4874,379S58MC,1,0,1,1,0,0,15,2,0,79.0,2.0,1.0,1.0,0.0,58,64
4875,864A31PP,0,1,0,1,0,1,15,5,0,68.0,4.0,0.0,1.0,0.0,47,306
4876,409Q16TZ,0,0,1,1,0,0,50,4,0,29.0,4.0,0.0,1.0,0.0,69,88
4877,950W10GQ,1,1,0,1,0,1,25,9,1,50.0,1.0,0.0,1.0,0.0,72,97
4878,998W59EV,0,0,0,1,1,1,25,6,1,95.0,4.0,0.0,1.0,0.0,46,462
4879,865E82UN,1,0,1,1,0,0,15,3,0,63.0,5.0,0.0,1.0,0.0,58,422
4880,534E03KY,1,0,0,1,0,0,15,3,0,63.0,2.0,1.0,1.0,0.0,54,109
4881,803A67JE,1,1,0,0,0,0,15,4,0,65.0,2.0,1.0,1.0,0.0,75,47
4882,579P64PJ,1,1,1,1,0,0,25,6,0,40.0,3.0,1.0,1.0,0.0,33,123
4883,502E54UG,0,0,0,0,1,1,15,9,1,37.0,3.0,1.0,1.0,0.0,58,70
4884,004D81KU,0,1,1,1,0,1,15,5,1,69.0,5.0,0.0,1.0,0.0,62,92
4885,179B05CJ,1,1,1,0,0,1,15,11,1,47.0,5.0,0.0,1.0,0.0,64,299
4887,355L37IK,0,1,0,0,0,1,15,4,0,60.0,1.0,0.0,1.0,0.0,64,49
4889,458O09IN,0,0,1,1,0,0,25,7,0,53.0,3.0,0.0,1.0,0.0,50,49
4891,934U22HR,0,1,1,1,0,1,15,7,1,70.0,2.0,1.0,1.0,0.0,69,274
4892,009D46JK,1,1,1,0,1,0,15,5,1,63.0,3.0,0.0,1.0,0.0,60,50
4893,513R11YZ,0,1,1,1,0,0,15,6,1,56.0,3.0,0.0,1.0,0.0,62,67
4895,911A83MC,0,1,1,0,0,1,15,3,0,51.0,0.0,0.0,1.0,0.0,40,167
4896,782O93RJ,0,0,0,1,0,0,15,6,1,90.0,1.0,0.0,1.0,0.0,57,51
4897,920H67HE,0,0,0,0,0,1,25,6,1,81.0,5.0,0.0,1.0,0.0,59,232
4899,133S93HW,0,0,1,1,1,1,15,8,1,67.0,0.0,0.0,1.0,0.0,48,64
4901,420N73RH,1,1,1,1,0,1,15,6,0,71.0,3.0,0.0,1.0,0.0,63,80
4903,068S31MB,0,1,1,0,1,1,25,4,1,37.0,5.0,0.0,1.0,0.0,77,105
4904,842W08TF,0,0,1,1,0,1,25,4,1,58.0,6.0,1.0,1.0,1.0,78,175
4905,350O97OA,1,0,0,1,1,1,15,11,1,75.0,1.0,1.0,1.0,0.0,56,59
4906,928X72UG,0,0,0,0,0,1,15,3,0,67.0,4.0,0.0,1.0,0.0,69,124
4907,010W02SM,1,0,0,0,0,1,25,3,0,57.0,1.0,1.0,1.0,0.0,68,74
4908,599N52MC,0,1,1,1,1,1,15,5,0,43.0,1.0,1.0,1.0,0.0,73,124
4909,437R24KO,0,0,1,0,0,0,15,4,0,51.0,4.0,1.0,1.0,0.0,59,47
4910,492P44RE,0,1,0,0,1,0,25,4,0,33.0,4.0,1.0,1.0,0.0,62,194
4912,471O99OJ,0,1,1,0,0,1,15,4,1,53.0,5.0,1.0,1.0,0.0,65,67
4913,685U77LX,0,1,1,1,0,0,15,4,0,38.0,5.0,1.0,1.0,0.0,72,148
4914,983A33NT,0,0,0,1,0,0,15,5,0,44.0,5.0,0.0,1.0,0.0,55,89
4915,223E75LR,1,1,0,1,0,0,25,6,0,56.0,3.0,1.0,1.0,0.0,51,156
4916,060H17EN,0,1,1,0,0,1,25,4,0,63.0,2.0,0.0,1.0,0.0,49,54
4917,588M04HY,0,0,1,1,0,1,15,6,0,63.0,0.0,0.0,1.0,0.0,46,35
4918,622J26MZ,0,0,0,0,0,1,15,10,1,55.0,1.0,0.0,1.0,0.0,67,83
4921,461B92XV,0,1,0,0,0,0,25,9,0,48.0,6.0,0.0,1.0,0.0,66,86
4922,933Z38LA,1,0,0,0,1,0,15,10,1,74.0,0.0,0.0,1.0,0.0,49,57
4923,252P76TE,0,1,0,1,1,1,15,11,1,82.0,1.0,1.0,1.0,0.0,44,78
4925,626O18BD,0,0,1,1,0,0,50,6,0,53.0,5.0,1.0,1.0,0.0,68,84
4927,600R08MJ,0,0,0,1,1,1,15,4,1,63.0,6.0,1.0,1.0,0.0,73,201
4928,307M57TA,1,0,1,1,0,0,15,3,0,55.0,6.0,1.0,1.0,1.0,62,149
4929,898J47KL,0,0,0,1,0,0,50,3,0,63.0,2.0,1.0,1.0,0.0,46,86
4930,864V56OD,0,0,0,1,0,0,15,3,0,71.0,2.0,1.0,1.0,0.0,70,105
4931,620W14VJ,0,0,1,0,0,0,15,3,0,53.0,4.0,1.0,1.0,0.0,72,87
4932,944K67FY,1,1,1,0,0,1,25,8,1,72.0,1.0,1.0,1.0,0.0,63,42
4933,980T64LS,1,0,0,1,0,0,15,10,1,65.0,3.0,0.0,1.0,0.0,38,117
4934,530Z08SF,1,0,1,1,0,0,15,10,1,63.0,2.0,0.0,1.0,0.0,62,49
4935,453C45VQ,0,0,1,0,0,1,25,9,1,70.0,5.0,1.0,1.0,0.0,0,0
4936,663Z11LH,0,1,0,0,0,0,25,9,1,63.0,2.0,0.0,1.0,0.0,46,126
4937,003R25LU,0,0,0,1,0,1,15,3,1,37.0,3.0,1.0,1.0,0.0,49,33
4938,246T35HG,1,0,0,1,1,1,15,6,1,43.0,2.0,0.0,1.0,0.0,67,37
4939,625M43CG,0,1,1,0,0,1,15,3,0,67.0,0.0,0.0,1.0,0.0,43,209
4940,226O75JC,0,0,0,0,0,1,15,3,0,48.0,2.0,0.0,1.0,0.0,53,51
4941,689R59WV,0,1,0,1,0,0,15,10,1,36.0,0.0,1.0,1.0,0.0,67,47
4942,597O56XC,1,0,1,1,0,0,15,4,0,70.0,4.0,1.0,1.0,0.0,65,201
4943,662M06EB,0,1,1,1,1,1,25,11,1,65.0,2.0,1.0,1.0,0.0,59,59
4944,416W63KF,1,0,1,1,0,1,15,4,0,63.0,5.0,0.0,1.0,0.0,70,110
4945,317U07DV,0,1,1,0,1,1,25,3,1,39.0,6.0,0.0,1.0,0.0,58,277
4946,892D84MZ,0,1,1,1,1,1,15,4,1,26.0,3.0,0.0,1.0,0.0,51,48
4947,263I24VF,1,1,0,0,1,1,50,4,1,73.0,4.0,1.0,1.0,0.0,64,80
4949,218J99DA,1,1,1,0,0,1,15,8,1,78.0,1.0,1.0,1.0,0.0,51,35
4950,352O83UR,1,0,1,1,0,0,15,3,0,79.0,6.0,0.0,1.0,0.0,57,241
4951,101W68JI,0,1,1,0,0,1,15,10,1,76.0,1.0,1.0,1.0,0.0,57,118
4952,789J32QJ,1,0,0,1,0,0,25,6,0,37.0,4.0,1.0,1.0,0.0,39,210
4953,352Z81MF,0,1,1,1,1,1,25,7,1,78.0,0.0,0.0,1.0,0.0,55,98
4955,657P82RB,1,0,1,1,1,1,25,10,1,47.0,1.0,1.0,1.0,0.0,47,121
4956,362A94ST,0,1,1,0,1,1,15,11,1,54.0,6.0,1.0,1.0,1.0,54,88
4957,349E01JE,0,1,1,1,1,1,25,10,1,91.0,0.0,0.0,1.0,0.0,72,76
4958,737B62AA,0,0,0,1,0,0,25,7,0,56.0,0.0,0.0,1.0,0.0,66,79
4959,964O17LU,0,0,1,1,0,0,50,9,0,69.0,4.0,0.0,1.0,0.0,48,174
4961,322B54OC,1,0,1,1,0,0,50,10,1,63.0,0.0,0.0,1.0,0.0,70,73
4962,062K12VM,1,0,1,0,0,0,15,3,0,45.0,4.0,1.0,1.0,0.0,65,250
4963,351N03OH,0,1,1,0,0,0,15,11,1,50.0,4.0,1.0,1.0,0.0,72,132
4964,836N90UY,1,0,1,0,0,1,25,7,1,73.0,4.0,0.0,1.0,0.0,60,91
4965,372P17FY,0,0,1,0,1,1,15,9,1,63.0,5.0,1.0,1.0,0.0,57,211
4966,323C79XN,1,0,1,1,0,0,25,3,0,42.0,5.0,0.0,1.0,0.0,70,131
4967,834E80TA,1,0,1,0,0,1,15,4,0,41.0,6.0,1.0,1.0,0.0,53,344
4968,551H88BZ,0,0,1,1,0,0,25,7,0,69.0,6.0,1.0,1.0,0.0,73,131
4969,138F68IV,0,1,1,0,1,0,25,9,1,71.0,4.0,0.0,1.0,0.0,68,107
4973,676V61RT,0,0,0,0,1,1,15,10,1,65.0,0.0,0.0,1.0,0.0,30,42
4974,146D41TC,1,0,1,0,1,1,25,8,1,51.0,4.0,1.0,1.0,0.0,75,100
4975,753I50LV,0,0,0,1,0,0,25,3,0,35.0,6.0,1.0,1.0,0.0,54,342
4976,836P54SX,0,0,0,1,0,0,15,4,0,81.0,5.0,0.0,1.0,0.0,68,202
4978,772T74PV,1,0,1,1,0,0,15,4,1,63.0,4.0,0.0,1.0,0.0,77,66
4979,546L96ZY,1,0,1,0,0,0,15,3,0,63.0,4.0,0.0,1.0,0.0,53,78
4980,429Z19JA,1,1,0,1,0,1,25,10,1,77.0,6.0,1.0,1.0,0.0,58,109
4981,444L33XH,0,0,0,1,1,1,25,5,1,76.0,0.0,1.0,1.0,0.0,40,48
4982,286I41ET,0,0,1,0,0,0,50,8,0,50.0,6.0,1.0,1.0,0.0,77,231
4983,430S42WI,1,0,1,1,0,1,15,10,0,75.0,1.0,0.0,1.0,0.0,70,98
4984,480G35JV,0,0,0,1,1,0,15,4,1,40.0,4.0,1.0,1.0,0.0,49,98
4985,394U27EC,0,0,1,1,0,1,15,7,1,70.0,3.0,0.0,1.0,0.0,46,253
4986,795Y74IX,0,1,1,0,0,1,15,4,0,55.0,2.0,0.0,1.0,0.0,66,63
4987,491O22VX,1,0,0,1,0,0,15,11,1,63.0,1.0,0.0,1.0,0.0,67,104
4989,516F65BN,1,0,1,0,0,1,15,10,1,65.0,1.0,0.0,1.0,0.0,65,133
4990,129H10LF,0,0,0,1,0,1,15,7,0,73.0,1.0,1.0,1.0,0.0,58,50
4992,618J62UX,1,0,0,0,1,0,15,9,1,63.0,5.0,1.0,1.0,0.0,57,79
4993,829T88LH,0,1,0,1,0,1,15,3,0,51.0,6.0,0.0,1.0,0.0,36,79
4996,567W86EQ,1,0,0,1,1,1,25,15,1,86.0,6.0,1.0,1.0,0.0,61,435
4997,566X40SP,0,0,0,1,0,1,15,5,1,39.0,3.0,0.0,1.0,0.0,53,78
4998,408P46BP,1,0,0,1,1,1,25,11,1,63.0,0.0,0.0,1.0,0.0,64,43
4999,065A09NK,1,0,1,1,0,0,15,3,0,63.0,3.0,0.0,1.0,0.0,45,251
5000,704K12MB,1,0,0,1,0,0,15,3,1,63.0,4.0,0.0,1.0,0.0,67,182
5001,694X84DD,0,0,0,0,1,1,15,9,1,84.0,2.0,0.0,1.0,0.0,72,95
5002,347C65XZ,1,0,0,1,0,0,15,3,0,77.0,2.0,1.0,1.0,0.0,61,127
5004,677J51YI,0,1,1,0,1,1,15,11,1,65.0,3.0,1.0,1.0,0.0,62,95
5005,953L53SM,0,0,1,1,0,0,25,4,1,47.0,3.0,0.0,1.0,0.0,37,87
5006,575D80TM,0,0,0,1,0,0,25,7,1,66.0,4.0,1.0,1.0,0.0,70,212
5007,386F01JS,1,0,0,0,0,1,25,9,1,75.0,1.0,0.0,1.0,0.0,55,31
5010,068E92HU,1,0,0,1,0,1,15,3,0,33.0,6.0,0.0,1.0,0.0,54,547
5011,104S53BG,1,0,1,1,0,1,15,9,1,66.0,3.0,1.0,1.0,0.0,63,49
5012,449O23XN,1,0,1,0,0,0,25,3,0,53.0,3.0,1.0,1.0,0.0,66,176
5013,314K39TT,0,0,0,1,0,1,15,3,1,87.0,4.0,1.0,1.0,0.0,62,45
5014,280I27BQ,1,1,1,1,0,1,15,7,0,79.0,4.0,0.0,1.0,0.0,69,56
5015,131R12HI,0,0,0,1,0,1,15,11,1,81.0,1.0,0.0,1.0,0.0,51,43
5016,510T76ZH,1,1,1,1,0,0,50,4,0,82.0,0.0,0.0,1.0,0.0,65,65
5017,909W64LA,0,0,0,0,1,1,15,11,1,90.0,2.0,0.0,1.0,0.0,57,59
5018,236D31IJ,1,0,1,1,0,0,15,3,0,59.0,0.0,1.0,1.0,0.0,66,40
5020,021Z38FY,0,1,0,1,0,0,15,10,1,83.0,0.0,0.0,1.0,0.0,49,28
5022,177C73MO,1,0,1,1,0,1,25,6,0,42.0,0.0,1.0,1.0,0.0,49,64
5024,698C68OL,1,0,1,0,0,0,15,3,0,82.0,4.0,1.0,1.0,0.0,63,82
5025,270I02CK,1,0,0,0,0,1,15,3,0,35.0,0.0,0.0,1.0,0.0,71,104
5026,735O71XJ,0,0,0,1,0,0,15,10,1,80.0,4.0,0.0,1.0,0.0,48,109
5027,846H24ZF,0,1,0,0,0,1,15,3,0,36.0,5.0,1.0,1.0,0.0,71,120
5028,229O43FR,0,1,0,1,0,1,15,5,1,41.0,4.0,0.0,1.0,0.0,66,61
5029,695E87MY,1,0,1,0,0,1,15,10,0,54.0,3.0,0.0,1.0,0.0,74,83
5030,910W54MF,0,1,0,1,1,1,25,8,0,69.0,4.0,1.0,1.0,0.0,74,144
5031,921K93HH,1,0,0,0,0,1,15,8,1,60.0,1.0,0.0,1.0,0.0,52,94
5032,530Q78TZ,1,0,1,0,0,0,15,3,0,72.0,3.0,1.0,1.0,0.0,58,71
